event_ordinal,partition,seq,event_key,lost_global_id,cand_global_id,lost_local_id_present,cand_local_id_present,runtime_coordinates_available,runtime_dist_h,runtime_ema_lost,runtime_ema_cand,offline_pair_status,frozen_coordinate_pair_available,classification,reason
283,cohort_gap,MOT17-10-SDP,MOT17-10-SDP|494|533,494,533,True,True,True,0.0978533924,76.4558334351,81.8066864014,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
284,cohort_gap,MOT17-10-SDP,MOT17-10-SDP|494|534,494,534,True,True,True,4.9355788231,76.4558334351,46.0457344055,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
285,cohort_gap,MOT17-10-SDP,MOT17-10-SDP|494|541,494,541,True,True,True,4.6351065636,73.3000946045,46.4464225769,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
286,cohort_gap,MOT17-10-SDP,MOT17-10-SDP|500|505,500,505,True,True,True,0.1441536695,53.2659950256,51.5475616455,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
287,cohort_gap,MOT17-10-SDP,MOT17-10-SDP|500|508,500,508,True,True,True,0.3324702382,53.4405975342,51.4622001648,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
288,cohort_gap,MOT17-10-SDP,MOT17-10-SDP|500|517,500,517,True,True,True,0.4128239453,54.3287620544,53.5444564819,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
289,cohort_gap,MOT17-10-SDP,MOT17-10-SDP|502|546,502,546,True,True,True,8.4677066803,86.9761276245,116.2053451538,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
290,cohort_gap,MOT17-10-SDP,MOT17-10-SDP|506|518,506,518,True,True,True,3.5887286663,118.979888916,77.46434021,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
291,cohort_gap,MOT17-10-SDP,MOT17-10-SDP|507|511,507,511,True,True,True,0.0900246873,112.6677398682,112.884437561,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
292,cohort_gap,MOT17-10-SDP,MOT17-10-SDP|507|513,507,513,True,True,True,2.1454200745,112.6677398682,114.0430603027,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
293,cohort_gap,MOT17-10-SDP,MOT17-10-SDP|507|514,507,514,True,True,True,5.9097132683,112.6677398682,120.8785629272,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
294,cohort_gap,MOT17-10-SDP,MOT17-10-SDP|507|515,507,515,True,True,True,1.654286623,112.6677398682,128.3069915771,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
295,cohort_gap,MOT17-10-SDP,MOT17-10-SDP|507|516,507,516,True,True,True,0.3691262007,112.6677398682,109.6728897095,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
296,cohort_gap,MOT17-10-SDP,MOT17-10-SDP|509|511,509,511,True,True,True,2.7727661133,166.8514862061,112.884437561,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
297,cohort_gap,MOT17-10-SDP,MOT17-10-SDP|509|513,509,513,True,True,True,1.5958533287,167.6580657959,114.0430603027,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
298,cohort_gap,MOT17-10-SDP,MOT17-10-SDP|509|514,509,514,True,True,True,1.5572541952,167.6580657959,120.8785629272,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
299,cohort_gap,MOT17-10-SDP,MOT17-10-SDP|510|519,510,519,True,True,True,0.5404654741,65.7948074341,65.8163146973,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
300,cohort_gap,MOT17-10-SDP,MOT17-10-SDP|511|525,511,525,True,True,True,0.212972641,118.559173584,129.7055358887,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
301,cohort_gap,MOT17-10-SDP,MOT17-10-SDP|522|536,522,536,True,True,True,5.5328788757,158.2594146729,154.7478942871,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
302,cohort_gap,MOT17-10-SDP,MOT17-10-SDP|523|527,523,527,True,True,True,1.2689156532,63.842502594,63.6388015747,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
303,cohort_gap,MOT17-10-SDP,MOT17-10-SDP|523|528,523,528,True,True,True,0.2320420295,63.842502594,63.5656471252,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
304,cohort_gap,MOT17-10-SDP,MOT17-10-SDP|523|534,523,534,True,True,True,5.6178917885,65.2646484375,46.0457344055,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
305,cohort_gap,MOT17-10-SDP,MOT17-10-SDP|523|539,523,539,True,True,True,0.5311563611,65.7586212158,64.5198822021,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
306,cohort_gap,MOT17-10-SDP,MOT17-10-SDP|523|540,523,540,True,True,True,0.4797972739,65.7586212158,62.2307128906,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
307,cohort_gap,MOT17-10-SDP,MOT17-10-SDP|523|541,523,541,True,True,True,5.0170660019,65.7586212158,46.4464225769,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
308,cohort_gap,MOT17-10-SDP,MOT17-10-SDP|523|550,523,550,True,True,True,0.0937215388,62.6395301819,61.9603347778,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
309,cohort_gap,MOT17-10-SDP,MOT17-10-SDP|523|551,523,551,True,True,True,1.3606234789,62.6395301819,37.0589141846,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
310,cohort_gap,MOT17-10-SDP,MOT17-10-SDP|523|552,523,552,True,True,True,1.6214483976,62.6395301819,45.8517990112,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
311,cohort_gap,MOT17-10-SDP,MOT17-10-SDP|523|554,523,554,True,True,True,6.2901902199,62.4431838989,97.3563690186,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
312,cohort_gap,MOT17-10-SDP,MOT17-10-SDP|523|555,523,555,True,True,True,1.9167684317,62.4431838989,41.2953262329,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
313,cohort_gap,MOT17-10-SDP,MOT17-10-SDP|523|556,523,556,True,True,True,2.3332657814,62.4431838989,53.0537834167,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
314,cohort_gap,MOT17-10-SDP,MOT17-10-SDP|523|557,523,557,True,True,True,2.2433693409,62.4431838989,46.8014335632,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
315,cohort_gap,MOT17-10-SDP,MOT17-10-SDP|523|558,523,558,True,True,True,7.2828407288,62.0633621216,102.8683547974,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
316,cohort_gap,MOT17-10-SDP,MOT17-10-SDP|529|542,529,542,True,True,True,0.1272919923,64.5242614746,62.6982040405,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
317,cohort_gap,MOT17-10-SDP,MOT17-10-SDP|529|544,529,544,True,True,True,0.0852976814,63.4367675781,50.1891174316,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
318,cohort_gap,MOT17-10-SDP,MOT17-10-SDP|532|550,532,550,True,True,True,5.867562294,48.583404541,61.9603347778,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
319,cohort_gap,MOT17-10-SDP,MOT17-10-SDP|532|551,532,551,True,True,True,8.9495220184,48.583404541,37.0589141846,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
320,cohort_gap,MOT17-10-SDP,MOT17-10-SDP|532|552,532,552,True,True,True,8.5029067993,48.583404541,45.8517990112,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
321,cohort_gap,MOT17-10-SDP,MOT17-10-SDP|534|540,534,540,True,True,True,5.4457359314,49.3234596252,62.2307128906,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
322,cohort_gap,MOT17-10-SDP,MOT17-10-SDP|539|541,539,541,True,True,True,5.7065067291,64.5198822021,46.4464225769,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
323,cohort_gap,MOT17-10-SDP,MOT17-10-SDP|541|542,541,542,True,True,True,0.3376590312,46.4464225769,62.6982040405,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
324,cohort_gap,MOT17-10-SDP,MOT17-10-SDP|547|553,547,553,True,True,True,8.3973865509,51.4201049805,46.1742706299,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
325,cohort_gap,MOT17-10-SDP,MOT17-10-SDP|549|550,549,550,True,True,True,0.0586084127,65.5557861328,61.9603347778,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
326,cohort_gap,MOT17-10-SDP,MOT17-10-SDP|549|552,549,552,True,True,True,1.5291470289,65.5557861328,45.8517990112,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
327,cohort_gap,MOT17-10-SDP,MOT17-10-SDP|549|553,549,553,True,True,True,1.6350774765,65.5557861328,46.1742706299,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
328,cohort_gap,MOT17-10-SDP,MOT17-10-SDP|549|554,549,554,True,True,True,6.1500763893,65.5557861328,97.3563690186,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
329,cohort_gap,MOT17-10-SDP,MOT17-10-SDP|549|555,549,555,True,True,True,1.9306364059,65.5557861328,41.2953262329,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
330,cohort_gap,MOT17-10-SDP,MOT17-10-SDP|549|556,549,556,True,True,True,2.2965629101,65.5557861328,53.0537834167,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
331,cohort_gap,MOT17-10-SDP,MOT17-10-SDP|549|557,549,557,True,True,True,2.1875653267,65.5557861328,46.8014335632,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
332,cohort_gap,MOT17-10-SDP,MOT17-10-SDP|559|563,559,563,True,True,True,0.4784053564,41.9221115112,40.4459266663,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
333,cohort_gap,MOT17-10-SDP,MOT17-10-SDP|559|564,559,564,True,True,True,0.5621990561,41.9221115112,62.7294540405,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
334,cohort_gap,MOT17-10-SDP,MOT17-10-SDP|559|565,559,565,True,True,True,0.8721875548,41.9221115112,48.940196991,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
335,cohort_gap,MOT17-10-SDP,MOT17-10-SDP|559|566,559,566,True,True,True,0.1009923294,41.9221115112,42.197177887,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
336,cohort_gap,MOT17-10-SDP,MOT17-10-SDP|559|567,559,567,True,True,True,1.2214694023,41.9221115112,46.7029914856,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
337,cohort_gap,MOT17-10-SDP,MOT17-10-SDP|562|568,562,568,True,True,True,0.1211665273,117.1950531006,115.3199996948,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
338,cohort_gap,MOT17-10-SDP,MOT17-10-SDP|563|570,563,570,True,True,True,0.1713509113,41.637008667,41.5934867859,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
339,cohort_gap,MOT17-10-SDP,MOT17-10-SDP|563|572,563,572,True,True,True,0.3256193697,41.8870544434,42.2431335449,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
340,cohort_gap,MOT17-10-SDP,MOT17-10-SDP|563|573,563,573,True,True,True,0.6389191151,41.8870544434,53.0066261292,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
341,cohort_gap,MOT17-10-SDP,MOT17-10-SDP|566|571,566,571,True,True,True,0.3418711424,42.3970756531,41.0116653442,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
342,cohort_gap,MOT17-10-SDP,MOT17-10-SDP|569|570,569,570,True,True,True,0.9981727004,48.7466316223,41.5934867859,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
343,cohort_gap,MOT17-10-SDP,MOT17-10-SDP|569|571,569,571,True,True,True,1.1743172407,48.9944763184,41.0116653442,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
344,cohort_gap,MOT17-11-SDP,MOT17-11-SDP|576|639,576,639,True,True,True,0.7020381689,435.0120544434,700.912902832,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
345,cohort_gap,MOT17-11-SDP,MOT17-11-SDP|576|642,576,642,True,True,True,0.5699729323,438.140838623,312.3457336426,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
346,cohort_gap,MOT17-11-SDP,MOT17-11-SDP|584|592,584,592,True,True,True,7.3961510658,82.8018569946,50.922088623,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
347,cohort_gap,MOT17-11-SDP,MOT17-11-SDP|584|593,584,593,True,True,True,0.4333515167,82.8018569946,86.3234329224,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
348,cohort_gap,MOT17-11-SDP,MOT17-11-SDP|584|594,584,594,True,True,True,0.2789854407,82.8018569946,90.517074585,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
349,cohort_gap,MOT17-11-SDP,MOT17-11-SDP|584|595,584,595,True,True,True,8.718298912,82.8018569946,112.1914367676,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
350,cohort_gap,MOT17-11-SDP,MOT17-11-SDP|585|600,585,600,True,True,True,0.1358638704,110.4480209351,115.6483230591,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
351,cohort_gap,MOT17-11-SDP,MOT17-11-SDP|586|591,586,591,True,True,True,3.1058952808,83.471824646,111.732383728,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
352,cohort_gap,MOT17-11-SDP,MOT17-11-SDP|586|592,586,592,True,True,True,6.522875309,83.471824646,50.922088623,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
353,cohort_gap,MOT17-11-SDP,MOT17-11-SDP|586|593,586,593,True,True,True,0.5599383116,83.471824646,86.3234329224,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
354,cohort_gap,MOT17-11-SDP,MOT17-11-SDP|608|641,608,641,True,True,True,0.2831161916,507.9825744629,300.0418701172,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
355,cohort_gap,MOT17-11-SDP,MOT17-11-SDP|608|642,608,642,True,True,True,0.0649032667,507.9825744629,312.3457336426,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
356,cohort_gap,MOT17-11-SDP,MOT17-11-SDP|635|643,635,643,True,True,True,0.469043076,473.790435791,346.6577148438,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
357,cohort_gap,MOT17-11-SDP,MOT17-11-SDP|641|648,641,648,True,True,True,0.3972656131,877.2975463867,664.4599609375,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
358,cohort_gap,MOT17-11-SDP,MOT17-11-SDP|649|661,649,661,True,True,True,0.2927031517,92.6080856323,100.5149230957,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
359,cohort_gap,MOT17-11-SDP,MOT17-11-SDP|652|654,652,654,True,True,True,4.8245873451,81.161895752,71.2690582275,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
360,cohort_gap,MOT17-11-SDP,MOT17-11-SDP|652|655,652,655,True,True,True,2.2093589306,81.161895752,103.0060882568,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
361,cohort_gap,MOT17-13-SDP,MOT17-13-SDP|676|706,676,706,True,True,True,0.1345800459,85.577911377,88.5931854248,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
362,cohort_gap,MOT17-13-SDP,MOT17-13-SDP|681|689,681,689,True,True,True,2.455116272,44.5378913879,47.4277954102,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
363,cohort_gap,MOT17-13-SDP,MOT17-13-SDP|685|698,685,698,True,True,True,15.5689926147,88.4452896118,52.1398620605,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
364,cohort_gap,MOT17-13-SDP,MOT17-13-SDP|686|695,686,695,True,True,True,17.322265625,45.6700401306,73.0520401001,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
365,cohort_gap,MOT17-13-SDP,MOT17-13-SDP|686|710,686,710,True,True,True,0.3059863746,56.2622299194,56.3635673523,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
366,cohort_gap,MOT17-13-SDP,MOT17-13-SDP|686|713,686,713,True,True,True,0.3000688851,56.2292633057,60.0078735352,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
367,cohort_gap,MOT17-13-SDP,MOT17-13-SDP|686|714,686,714,True,True,True,0.4541462064,56.2292633057,60.6047401428,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
368,cohort_gap,MOT17-13-SDP,MOT17-13-SDP|686|715,686,715,True,True,True,4.4042234421,56.2292633057,45.2735137939,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
369,cohort_gap,MOT17-13-SDP,MOT17-13-SDP|686|722,686,722,True,True,True,14.2781991959,57.4275856018,66.468460083,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
370,cohort_gap,MOT17-13-SDP,MOT17-13-SDP|686|723,686,723,True,True,True,0.5968234539,57.4275856018,70.0626068115,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
371,cohort_gap,MOT17-13-SDP,MOT17-13-SDP|686|724,686,724,True,True,True,0.3672386706,57.4275856018,65.4395751953,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
372,cohort_gap,MOT17-13-SDP,MOT17-13-SDP|686|727,686,727,True,True,True,0.9944821,57.669002533,65.9275283813,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
373,cohort_gap,MOT17-13-SDP,MOT17-13-SDP|686|728,686,728,True,True,True,14.6185693741,57.669002533,69.9862594604,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
374,cohort_gap,MOT17-13-SDP,MOT17-13-SDP|688|689,688,689,True,True,True,0.3368807137,43.7893791199,47.4277954102,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
375,cohort_gap,MOT17-13-SDP,MOT17-13-SDP|690|691,690,691,True,True,True,2.1873040199,49.478805542,42.5443916321,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
376,cohort_gap,MOT17-13-SDP,MOT17-13-SDP|690|692,690,692,True,True,True,2.1032524109,49.478805542,43.7983131409,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
377,cohort_gap,MOT17-13-SDP,MOT17-13-SDP|690|693,690,693,True,True,True,3.4724702835,49.478805542,56.8036308289,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
378,cohort_gap,MOT17-13-SDP,MOT17-13-SDP|690|695,690,695,True,True,True,15.3063879013,49.478805542,73.0520401001,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
379,cohort_gap,MOT17-13-SDP,MOT17-13-SDP|690|696,690,696,True,True,True,3.7432966232,49.478805542,52.3607444763,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
380,cohort_gap,MOT17-13-SDP,MOT17-13-SDP|690|697,690,697,True,True,True,4.3104162216,49.478805542,48.5251617432,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
381,cohort_gap,MOT17-13-SDP,MOT17-13-SDP|691|696,691,696,True,True,True,6.2553877831,43.5048294067,52.3607444763,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
382,cohort_gap,MOT17-13-SDP,MOT17-13-SDP|691|697,691,697,True,True,True,6.9682164192,43.5048294067,48.5251617432,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
383,cohort_gap,MOT17-13-SDP,MOT17-13-SDP|691|702,691,702,True,True,True,0.2427310348,49.2230873108,54.5821151733,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
384,cohort_gap,MOT17-13-SDP,MOT17-13-SDP|691|703,691,703,True,True,True,2.3679130077,49.3568649292,53.2232894897,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
385,cohort_gap,MOT17-13-SDP,MOT17-13-SDP|691|708,691,708,True,True,True,0.1451407075,53.1209068298,56.8765792847,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
386,cohort_gap,MOT17-13-SDP,MOT17-13-SDP|692|708,692,708,True,True,True,4.1731238365,49.6088752747,56.8765792847,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
387,cohort_gap,MOT17-13-SDP,MOT17-13-SDP|692|710,692,710,True,True,True,3.3745884895,49.6480712891,56.3635673523,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
388,cohort_gap,MOT17-13-SDP,MOT17-13-SDP|692|711,692,711,True,True,True,3.3149671555,49.6480712891,61.9334564209,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
389,cohort_gap,MOT17-13-SDP,MOT17-13-SDP|692|712,692,712,True,True,True,1.1367491484,49.6480712891,51.2615814209,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
390,cohort_gap,MOT17-13-SDP,MOT17-13-SDP|692|717,692,717,True,True,True,3.8720428944,49.1385116577,67.9990615845,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
391,cohort_gap,MOT17-13-SDP,MOT17-13-SDP|692|718,692,718,True,True,True,11.5317354202,49.2377853394,63.8590621948,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
392,cohort_gap,MOT17-13-SDP,MOT17-13-SDP|692|720,692,720,True,True,True,3.3945171833,49.2322502136,60.8260002136,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
393,cohort_gap,MOT17-13-SDP,MOT17-13-SDP|692|721,692,721,True,True,True,13.7814331055,49.2322502136,62.5588951111,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
394,cohort_gap,MOT17-13-SDP,MOT17-13-SDP|692|722,692,722,True,True,True,12.2329502106,49.2322502136,66.468460083,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
395,cohort_gap,MOT17-13-SDP,MOT17-13-SDP|692|723,692,723,True,True,True,3.610272646,49.2322502136,70.0626068115,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
396,cohort_gap,MOT17-13-SDP,MOT17-13-SDP|692|724,692,724,True,True,True,3.441423893,49.2322502136,65.4395751953,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
397,cohort_gap,MOT17-13-SDP,MOT17-13-SDP|692|727,692,727,True,True,True,2.706641674,49.2812843323,65.9275283813,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
398,cohort_gap,MOT17-13-SDP,MOT17-13-SDP|692|728,692,728,True,True,True,12.0202827454,49.2812843323,69.9862594604,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
399,cohort_gap,MOT17-13-SDP,MOT17-13-SDP|692|729,692,729,True,True,True,12.3328418732,49.2812843323,37.145160675,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
400,cohort_gap,MOT17-13-SDP,MOT17-13-SDP|693|698,693,698,True,True,True,1.0461676121,57.0126190186,52.1398620605,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
401,cohort_gap,MOT17-13-SDP,MOT17-13-SDP|693|699,693,699,True,True,True,4.6202287674,57.0126190186,49.4725341797,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
402,cohort_gap,MOT17-13-SDP,MOT17-13-SDP|696|734,696,734,True,True,True,2.6298391819,63.4707717896,86.552192688,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
403,cohort_gap,MOT17-13-SDP,MOT17-13-SDP|699|721,699,721,True,True,True,13.1957950592,57.9693145752,62.5588951111,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
404,cohort_gap,MOT17-13-SDP,MOT17-13-SDP|699|722,699,722,True,True,True,11.774271965,57.9693145752,66.468460083,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
405,cohort_gap,MOT17-13-SDP,MOT17-13-SDP|699|723,699,723,True,True,True,2.9707288742,57.9693145752,70.0626068115,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
406,cohort_gap,MOT17-13-SDP,MOT17-13-SDP|699|724,699,724,True,True,True,2.7917385101,57.9693145752,65.4395751953,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
407,cohort_gap,MOT17-13-SDP,MOT17-13-SDP|699|725,699,725,True,True,True,0.0068940227,57.9693145752,59.4138946533,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
408,cohort_gap,MOT17-13-SDP,MOT17-13-SDP|699|726,699,726,True,True,True,1.1433594227,57.9693145752,62.0318717957,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
409,cohort_gap,MOT17-13-SDP,MOT17-13-SDP|699|727,699,727,True,True,True,1.2244408131,57.9693145752,65.9275283813,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
410,cohort_gap,MOT17-13-SDP,MOT17-13-SDP|699|729,699,729,True,True,True,11.7058115005,58.2139167786,37.145160675,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
411,cohort_gap,MOT17-13-SDP,MOT17-13-SDP|700|712,700,712,True,True,True,0.104800567,53.2536239624,51.2615814209,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
412,cohort_gap,MOT17-13-SDP,MOT17-13-SDP|700|713,700,713,True,True,True,1.8274364471,53.2536239624,60.0078735352,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
413,cohort_gap,MOT17-13-SDP,MOT17-13-SDP|700|714,700,714,True,True,True,1.6677470207,53.2536239624,60.6047401428,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
414,cohort_gap,MOT17-13-SDP,MOT17-13-SDP|700|715,700,715,True,True,True,2.0882396698,53.2536239624,45.2735137939,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
415,cohort_gap,MOT17-13-SDP,MOT17-13-SDP|702|706,702,706,True,True,True,16.4172973633,55.043182373,88.5931854248,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
416,cohort_gap,MOT17-13-SDP,MOT17-13-SDP|702|707,702,707,True,True,True,15.1966285706,55.043182373,59.4815101624,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
417,cohort_gap,MOT17-13-SDP,MOT17-13-SDP|702|709,702,709,True,True,True,16.7400627136,55.043182373,89.5186843872,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
418,cohort_gap,MOT17-13-SDP,MOT17-13-SDP|703|720,703,720,True,True,True,2.1693694592,54.0953178406,60.8260002136,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
419,cohort_gap,MOT17-13-SDP,MOT17-13-SDP|703|721,703,721,True,True,True,14.2749414444,54.0953178406,62.5588951111,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
420,cohort_gap,MOT17-13-SDP,MOT17-13-SDP|703|722,703,722,True,True,True,12.772851944,54.0953178406,66.468460083,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
421,cohort_gap,MOT17-13-SDP,MOT17-13-SDP|703|723,703,723,True,True,True,2.4670605659,54.0953178406,70.0626068115,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
422,cohort_gap,MOT17-13-SDP,MOT17-13-SDP|703|724,703,724,True,True,True,2.2591290474,54.0953178406,65.4395751953,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
423,cohort_gap,MOT17-13-SDP,MOT17-13-SDP|703|725,703,725,True,True,True,0.6542471647,54.0953178406,59.4138946533,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
424,cohort_gap,MOT17-13-SDP,MOT17-13-SDP|703|726,703,726,True,True,True,0.5422698855,54.0953178406,62.0318717957,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
